DocID,TF-IDF,Okapi TF,BM25,Laplace,Jelinek-Mercer,Label
168-61,0,0,0,-202.51609868189288,-202.51609868189288,0
136-67,0,0,0,-232.89351348417682,-232.89351348417682,0
097-55,0,0,0,-182.2644888137036,-182.2644888137036,0
187-87,0,0,0,-212.64190361598753,-212.64190361598753,0
265-22,0,0,0,-111.38385427504109,-111.38385427504109,0
151802-7589,0.0,0.0,0.0,0,0,0
332-48,0,0,0,-243.01931841827147,-243.01931841827147,0
103-62,0,0,0,-313.8999529569338,-313.8999529569338,0
107-60,0,0,0,-243.01931841827147,-243.01931841827147,0
291-32,0,0,0,-202.51609868189288,-202.51609868189288,0
355-40,0,0,0,-91.1322444068518,-91.1322444068518,0
057-50,0,0,0,-121.50965920913573,-121.50965920913573,0
234-40,0,0,0,-212.64190361598753,-212.64190361598753,0
349-69,0,0,0,-141.761269077325,-141.761269077325,0
187-86,0,0,0,-212.64190361598753,-212.64190361598753,0
317-84,0,0,0,-131.63546414323037,-131.63546414323037,0
079-17,0,0,0,-141.761269077325,-141.761269077325,0
163-6,0,0,0,-162.0128789455143,-162.0128789455143,0
356-76,0,0,0,-101.25804934094644,-101.25804934094644,0
141-85,0,0,0,-222.76770855008218,-222.76770855008218,0
130-39,0,0,0,-121.50965920913573,-121.50965920913573,0
338-38,0,0,0,-172.13868387960895,-172.13868387960895,0
151802-2005,0.0,0.0,0.0,0,0,0
138-47,0,0,0,-81.00643947275715,-81.00643947275715,0
212-9,0,0,0,-141.761269077325,-141.761269077325,0
142-76,0,0,0,-151.88707401141966,-151.88707401141966,0
274-74,0,0,0,-70.8806345386625,-70.8806345386625,0
041-10,0,0,0,-101.25804934094644,-101.25804934094644,0
145-28,0,0,0,-131.63546414323037,-131.63546414323037,0
164-75,0,0,0,-232.89351348417682,-232.89351348417682,0
104-96,0,0,0,-111.38385427504109,-111.38385427504109,0
122-57,0,0,0,-172.13868387960895,-172.13868387960895,0
135-75,0,0,0,-222.76770855008218,-222.76770855008218,0
153-58,0,0,0,-101.25804934094644,-101.25804934094644,0
158-49,0,0,0,-121.50965920913573,-121.50965920913573,0
214-51,0,0,0,-334.15156282512305,-334.15156282512305,0
201-65,0,0,0,-50.629024670473214,-50.629024670473214,0
301-87,0,0,0,-212.64190361598753,-212.64190361598753,0
352-79,0,0,0,-202.51609868189288,-202.51609868189288,0
299-82,0,0,0,-192.39029374779824,-192.39029374779824,0
018-87,0,0,0,-162.0128789455143,-162.0128789455143,0
250-67,0,0,0,-101.25804934094644,-101.25804934094644,0
360-24,0,0,0,-263.27092828646073,-263.27092828646073,0
214-57,0,0,0,-334.15156282512305,-334.15156282512305,0
298-38,0,0,0,-263.27092828646073,-263.27092828646073,0
298-26,0,0,0,-263.27092828646073,-263.27092828646073,0
273-40,0,0,0,-101.25804934094644,-101.25804934094644,0
051-28,0,0,0,-222.76770855008218,-222.76770855008218,0
098-77,0,0,0,-151.88707401141966,-151.88707401141966,0
177-31,0,0,0,-192.39029374779824,-192.39029374779824,0
253-50,0,0,0,-212.64190361598753,-212.64190361598753,0
069-91,0,0,0,-91.1322444068518,-91.1322444068518,0
321-46,0,0,0,-232.89351348417682,-232.89351348417682,0
018-7,0,0,0,-162.0128789455143,-162.0128789455143,0
177-47,0,0,0,-192.39029374779824,-192.39029374779824,0
183-2,0,0,0,-81.00643947275715,-81.00643947275715,0
128-99,0,0,0,-253.1451233523661,-253.1451233523661,0
032-83,0,0,0,-222.76770855008218,-222.76770855008218,0
055-8,0,0,0,-81.00643947275715,-81.00643947275715,0
109-56,0,0,0,-172.13868387960895,-172.13868387960895,0
153-57,0,0,0,-101.25804934094644,-101.25804934094644,0
110-43,0,0,0,-121.50965920913573,-121.50965920913573,0
120-25,0,0,0,-212.64190361598753,-212.64190361598753,0
151803-3380,0.0,0.0,0.0,0,0,0
251-87,0,0,0,-151.88707401141966,-151.88707401141966,0
152-83,0,0,0,-91.1322444068518,-91.1322444068518,0
257-51,0,0,0,-303.7741480228392,-303.7741480228392,0
029-89,0,0,0,-50.629024670473214,-50.629024670473214,0
102-88,0,0,0,-162.0128789455143,-162.0128789455143,0
167-44,0,0,0,-445.53541710016384,-445.53541710016384,0
321-75,0,0,0,-232.89351348417682,-232.89351348417682,0
355-49,0,0,0,-91.1322444068518,-91.1322444068518,0
205-96,0,0,0,-141.761269077325,-141.761269077325,0
219-9,0,0,0,-151.88707401141966,-151.88707401141966,0
111-40,0,0,0,-81.00643947275715,-81.00643947275715,0
274-29,0,0,0,-70.8806345386625,-70.8806345386625,0
156-82,0,0,0,-50.629024670473214,-50.629024670473214,0
040-45,0,0,0,-243.01931841827147,-243.01931841827147,0
141-15,0,0,0,-222.76770855008218,-222.76770855008218,0
032-77,0,0,0,-222.76770855008218,-222.76770855008218,0
314-70,0,0,0,-172.13868387960895,-172.13868387960895,0
266-14,0,0,0,-91.1322444068518,-91.1322444068518,0
209-72,0,0,0,-232.89351348417682,-232.89351348417682,0
335-56,0,0,0,-151.88707401141966,-151.88707401141966,0
176-37,0,0,0,-162.0128789455143,-162.0128789455143,0
130-82,0,0,0,-121.50965920913573,-121.50965920913573,0
213-89,0,0,0,-131.63546414323037,-131.63546414323037,0
204-26,0,0,0,-111.38385427504109,-111.38385427504109,0
200-35,0,0,0,-192.39029374779824,-192.39029374779824,0
210-1,0,0,0,-101.25804934094644,-101.25804934094644,0
360-35,0,0,0,-263.27092828646073,-263.27092828646073,0
054-2,0,0,0,-192.39029374779824,-192.39029374779824,0
121-31,0,0,0,-151.88707401141966,-151.88707401141966,0
057-23,0,0,0,-121.50965920913573,-121.50965920913573,0
145-81,0,0,0,-131.63546414323037,-131.63546414323037,0
339-5,0,0,0,-263.27092828646073,-263.27092828646073,0
360-18,0,0,0,-263.27092828646073,-263.27092828646073,0
116-64,0,0,0,-243.01931841827147,-243.01931841827147,0
105-71,0,0,0,-283.52253815464996,-283.52253815464996,0
140-23,0,0,0,-354.4031726933123,-354.4031726933123,0
335-20,0,0,0,-151.88707401141966,-151.88707401141966,0
015-72,0,0,0,-81.00643947275715,-81.00643947275715,0
108-11,0,0,0,-172.13868387960895,-172.13868387960895,0
100-71,0,0,0,-121.50965920913573,-121.50965920913573,0
137-26,0,0,0,-212.64190361598753,-212.64190361598753,0
295-26,0,0,0,-60.75482960456786,-60.75482960456786,0
168-70,0,0,0,-202.51609868189288,-202.51609868189288,0
225-8,0,0,0,-182.2644888137036,-182.2644888137036,0
116-15,0,0,0,-243.01931841827147,-243.01931841827147,0
321-97,0,0,0,-232.89351348417682,-232.89351348417682,0
072-58,0,0,0,-253.1451233523661,-253.1451233523661,0
087-6,0,0,0,-192.39029374779824,-192.39029374779824,0
151801-11390,0.0,0.0,0.0,0,0,0
314-52,0,0,0,-172.13868387960895,-172.13868387960895,0
164-34,0,0,0,-232.89351348417682,-232.89351348417682,0
140-21,0,0,0,-354.4031726933123,-354.4031726933123,0
214-63,0,0,0,-334.15156282512305,-334.15156282512305,0
182-34,0,0,0,-384.78058749559614,-384.78058749559614,0
068-19,0,0,0,-91.1322444068518,-91.1322444068518,0
051-74,0,0,0,-222.76770855008218,-222.76770855008218,0
033-98,0,0,0,-131.63546414323037,-131.63546414323037,0
107-36,0,0,0,-243.01931841827147,-243.01931841827147,0
018-6,0,0,0,-162.0128789455143,-162.0128789455143,0
273-61,0,0,0,-101.25804934094644,-101.25804934094644,0
299-99,0,0,0,-192.39029374779824,-192.39029374779824,0
067-73,0,0,0,-121.50965920913573,-121.50965920913573,0
053-17,0,0,0,-101.25804934094644,-101.25804934094644,0
155-18,0,0,0,-172.13868387960895,-172.13868387960895,0
153-95,0,0,0,-101.25804934094644,-101.25804934094644,0
303-72,0,0,0,-141.761269077325,-141.761269077325,0
101-74,0,0,0,-232.89351348417682,-232.89351348417682,0
232-11,0,0,0,-243.01931841827147,-243.01931841827147,0
138-50,0,0,0,-81.00643947275715,-81.00643947275715,0
215-92,0,0,0,-182.2644888137036,-182.2644888137036,0
160-32,0,0,0,-50.629024670473214,-50.629024670473214,0
023-56,0,0,0,-131.63546414323037,-131.63546414323037,0
120-50,0,0,0,-212.64190361598753,-212.64190361598753,0
009-18,0,0,0,-101.25804934094644,-101.25804934094644,0
157-56,0,0,0,-263.27092828646073,-263.27092828646073,0
106-11,0,0,0,-162.0128789455143,-162.0128789455143,0
120-89,0,0,0,-212.64190361598753,-212.64190361598753,0
218-39,0,0,0,-101.25804934094644,-101.25804934094644,0
026-54,0,0,0,-101.25804934094644,-101.25804934094644,0
173-51,0,0,0,-243.01931841827147,-243.01931841827147,0
314-90,0,0,0,-172.13868387960895,-172.13868387960895,0
148-79,0,0,0,-283.52253815464996,-283.52253815464996,0
095-16,0,0,0,-192.39029374779824,-192.39029374779824,0
216-92,0,0,0,-182.2644888137036,-182.2644888137036,0
153-41,0,0,0,-101.25804934094644,-101.25804934094644,0
161-91,0,0,0,-182.2644888137036,-182.2644888137036,0
255-71,0,0,0,-293.6483430887446,-293.6483430887446,0
340-55,0,0,0,-192.39029374779824,-192.39029374779824,0
126-82,0,0,0,-162.0128789455143,-162.0128789455143,0
123-56,0,0,0,-182.2644888137036,-182.2644888137036,0
231-52,0,0,0,-111.38385427504109,-111.38385427504109,0
034-59,0,0,0,-232.89351348417682,-232.89351348417682,0
298-0,0,0,0,-263.27092828646073,-263.27092828646073,0
269-95,0,0,0,-121.50965920913573,-121.50965920913573,0
067-14,0,0,0,-121.50965920913573,-121.50965920913573,0
008-20,0,0,0,-283.52253815464996,-283.52253815464996,0
128-94,0,0,0,-253.1451233523661,-253.1451233523661,0
360-38,0,0,0,-263.27092828646073,-263.27092828646073,0
206-21,0,0,0,-394.90639242969075,-394.90639242969075,0
355-98,0,0,0,-91.1322444068518,-91.1322444068518,0
298-52,0,0,0,-263.27092828646073,-263.27092828646073,0
335-50,0,0,0,-151.88707401141966,-151.88707401141966,0
012-64,0,0,0,-324.02575789102843,-324.02575789102843,0
204-77,0,0,0,-111.38385427504109,-111.38385427504109,0
100-33,0,0,0,-121.50965920913573,-121.50965920913573,0
084-34,0,0,0,-232.89351348417682,-232.89351348417682,0
051-89,0,0,0,-222.76770855008218,-222.76770855008218,0
154-28,0,0,0,-222.76770855008218,-222.76770855008218,0
153-13,0,0,0,-101.25804934094644,-101.25804934094644,0
059-76,0,0,0,-111.38385427504109,-111.38385427504109,0
170-52,0,0,0,-243.01931841827147,-243.01931841827147,0
201-66,0,0,0,-50.629024670473214,-50.629024670473214,0
217-5,0,0,0,-151.88707401141966,-151.88707401141966,0
004-28,0,0,0,-131.63546414323037,-131.63546414323037,0
139-72,0,0,0,-81.00643947275715,-81.00643947275715,0
109-44,0,0,0,-172.13868387960895,-172.13868387960895,0
138-66,0,0,0,-81.00643947275715,-81.00643947275715,0
213-69,0,0,0,-131.63546414323037,-131.63546414323037,0
137-46,0,0,0,-212.64190361598753,-212.64190361598753,0
303-90,0,0,0,-141.761269077325,-141.761269077325,0
227-13,0,0,0,-131.63546414323037,-131.63546414323037,0
348-99,0,0,0,-141.761269077325,-141.761269077325,0
041-52,0,0,0,-101.25804934094644,-101.25804934094644,0
147-27,0,0,0,-222.76770855008218,-222.76770855008218,0
224-65,0,0,0,-162.0128789455143,-162.0128789455143,0
189-71,0,0,0,-131.63546414323037,-131.63546414323037,0
135-12,0,0,0,-222.76770855008218,-222.76770855008218,0
080-66,0,0,0,-131.63546414323037,-131.63546414323037,0
108-71,0,0,0,-172.13868387960895,-172.13868387960895,0
008-35,0,0,0,-283.52253815464996,-283.52253815464996,0
173-62,0,0,0,-243.01931841827147,-243.01931841827147,0
119-69,0,0,0,-243.01931841827147,-243.01931841827147,0
146-44,0,0,0,-172.13868387960895,-172.13868387960895,0
165-23,0,0,0,-141.761269077325,-141.761269077325,0
212-10,0,0,0,-141.761269077325,-141.761269077325,0
155-40,0,0,0,-172.13868387960895,-172.13868387960895,0
062-42,0,0,0,-141.761269077325,-141.761269077325,0
206-12,0,0,0,-394.90639242969075,-394.90639242969075,0
107-90,0,0,0,-243.01931841827147,-243.01931841827147,0
224-6,0,0,0,-162.0128789455143,-162.0128789455143,0
123-36,0,0,0,-182.2644888137036,-182.2644888137036,0
008-62,0,0,0,-283.52253815464996,-283.52253815464996,0
205-70,0,0,0,-141.761269077325,-141.761269077325,0
135-80,0,0,0,-222.76770855008218,-222.76770855008218,0
009-93,0,0,0,-101.25804934094644,-101.25804934094644,0
321-33,0,0,0,-232.89351348417682,-232.89351348417682,0
164-60,0,0,0,-232.89351348417682,-232.89351348417682,0
340-77,0,0,0,-192.39029374779824,-192.39029374779824,0
273-74,0,0,0,-101.25804934094644,-101.25804934094644,0
013-44,0,0,0,-182.2644888137036,-182.2644888137036,0
040-30,0,0,0,-243.01931841827147,-243.01931841827147,0
347-95,0,0,0,-162.0128789455143,-162.0128789455143,0
031-25,0,0,0,-172.13868387960895,-172.13868387960895,0
151802-16415,0.0,0.0,0.0,0,0,0
252-82,0,0,0,-172.13868387960895,-172.13868387960895,0
266-7,0,0,0,-91.1322444068518,-91.1322444068518,0
332-24,0,0,0,-243.01931841827147,-243.01931841827147,0
257-73,0,0,0,-303.7741480228392,-303.7741480228392,0
264-68,0,0,0,-151.88707401141966,-151.88707401141966,0
008-89,0,0,0,-283.52253815464996,-283.52253815464996,0
138-53,0,0,0,-81.00643947275715,-81.00643947275715,0
123-86,0,0,0,-182.2644888137036,-182.2644888137036,0
217-56,0,0,0,-151.88707401141966,-151.88707401141966,0
210-32,0,0,0,-101.25804934094644,-101.25804934094644,0
081-64,0,0,0,-141.761269077325,-141.761269077325,0
165-50,0,0,0,-141.761269077325,-141.761269077325,0
297-95,0,0,0,-273.39673322055535,-273.39673322055535,0
102-49,0,0,0,-162.0128789455143,-162.0128789455143,0
295-73,0,0,0,-60.75482960456786,-60.75482960456786,0
081-89,0,0,0,-141.761269077325,-141.761269077325,0
057-34,0,0,0,-121.50965920913573,-121.50965920913573,0
105-61,0,0,0,-283.52253815464996,-283.52253815464996,0
084-65,0,0,0,-232.89351348417682,-232.89351348417682,0
132-28,0,0,0,-192.39029374779824,-192.39029374779824,0
300-35,0,0,0,-111.38385427504109,-111.38385427504109,0
340-84,0,0,0,-192.39029374779824,-192.39029374779824,0
283-72,0,0,0,-70.8806345386625,-70.8806345386625,0
200-79,0,0,0,-192.39029374779824,-192.39029374779824,0
203-19,0,0,0,-222.76770855008218,-222.76770855008218,0
029-32,0,0,0,-50.629024670473214,-50.629024670473214,0
277-49,0,0,0,-141.761269077325,-141.761269077325,0
353-39,0,0,0,-151.88707401141966,-151.88707401141966,0
142-97,0,0,0,-151.88707401141966,-151.88707401141966,0
050-93,0,0,0,-192.39029374779824,-192.39029374779824,0
177-40,0,0,0,-192.39029374779824,-192.39029374779824,0
033-20,0,0,0,-131.63546414323037,-131.63546414323037,0
039-77,0,0,0,-162.0128789455143,-162.0128789455143,0
069-73,0,0,0,-91.1322444068518,-91.1322444068518,0
148-63,0,0,0,-283.52253815464996,-283.52253815464996,0
151803-5006,0.0,0.0,0.0,0,0,0
158-85,0,0,0,-121.50965920913573,-121.50965920913573,0
170-96,0,0,0,-243.01931841827147,-243.01931841827147,0
347-80,0,0,0,-162.0128789455143,-162.0128789455143,0
107-12,0,0,0,-243.01931841827147,-243.01931841827147,0
145-45,0,0,0,-131.63546414323037,-131.63546414323037,0
147-3,0,0,0,-222.76770855008218,-222.76770855008218,0
107-43,0,0,0,-243.01931841827147,-243.01931841827147,0
104-51,0,0,0,-111.38385427504109,-111.38385427504109,0
122-51,0,0,0,-172.13868387960895,-172.13868387960895,0
150-32,0,0,0,-212.64190361598753,-212.64190361598753,0
196-8,0,0,0,-212.64190361598753,-212.64190361598753,0
086-69,0,0,0,-222.76770855008218,-222.76770855008218,0
182-89,0,0,0,-384.78058749559614,-384.78058749559614,0
018-68,0,0,0,-162.0128789455143,-162.0128789455143,0
004-15,0,0,0,-131.63546414323037,-131.63546414323037,0
147-50,0,0,0,-222.76770855008218,-222.76770855008218,0
184-49,0,0,0,-81.00643947275715,-81.00643947275715,0
230-92,0,0,0,-81.00643947275715,-81.00643947275715,0
026-68,0,0,0,-101.25804934094644,-101.25804934094644,0
187-69,0,0,0,-212.64190361598753,-212.64190361598753,0
288-9,0,0,0,-202.51609868189288,-202.51609868189288,0
181-15,0,0,0,-172.13868387960895,-172.13868387960895,0
196-44,0,0,0,-212.64190361598753,-212.64190361598753,0
316-61,0,0,0,-70.8806345386625,-70.8806345386625,0
160-92,0,0,0,-50.629024670473214,-50.629024670473214,0
200-87,0,0,0,-192.39029374779824,-192.39029374779824,0
155-94,0,0,0,-172.13868387960895,-172.13868387960895,0
150-14,0,0,0,-212.64190361598753,-212.64190361598753,0
138-75,0,0,0,-81.00643947275715,-81.00643947275715,0
148-89,0,0,0,-283.52253815464996,-283.52253815464996,0
177-45,0,0,0,-192.39029374779824,-192.39029374779824,0
355-79,0,0,0,-91.1322444068518,-91.1322444068518,0
274-51,0,0,0,-70.8806345386625,-70.8806345386625,0
022-32,0,0,0,-192.39029374779824,-192.39029374779824,0
205-38,0,0,0,-141.761269077325,-141.761269077325,0
079-61,0,0,0,-141.761269077325,-141.761269077325,0
069-60,0,0,0,-91.1322444068518,-91.1322444068518,0
182-38,0,0,0,-384.78058749559614,-384.78058749559614,0
347-11,0,0,0,-162.0128789455143,-162.0128789455143,0
056-3,0,0,0,-243.01931841827147,-243.01931841827147,0
283-74,0,0,0,-70.8806345386625,-70.8806345386625,0
261-70,0,0,0,-101.25804934094644,-101.25804934094644,0
111-82,0,0,0,-81.00643947275715,-81.00643947275715,0
218-38,0,0,0,-101.25804934094644,-101.25804934094644,0
167-3,0,0,0,-445.53541710016384,-445.53541710016384,0
015-59,0,0,0,-81.00643947275715,-81.00643947275715,0
208-16,0,0,0,-172.13868387960895,-172.13868387960895,0
052-87,0,0,0,-162.0128789455143,-162.0128789455143,0
061-22,0,0,0,-121.50965920913573,-121.50965920913573,0
122-76,0,0,0,-172.13868387960895,-172.13868387960895,0
241-19,0,0,0,-334.15156282512305,-334.15156282512305,0
294-14,0,0,0,-182.2644888137036,-182.2644888137036,0
072-76,0,0,0,-253.1451233523661,-253.1451233523661,0
254-72,0,0,0,-263.27092828646073,-263.27092828646073,0
114-8,0,0,0,-253.1451233523661,-253.1451233523661,0
321-12,0,0,0,-232.89351348417682,-232.89351348417682,0
284-74,0,0,0,-50.629024670473214,-50.629024670473214,0
175-46,0,0,0,-243.01931841827147,-243.01931841827147,0
333-52,0,0,0,-151.88707401141966,-151.88707401141966,0
340-71,0,0,0,-192.39029374779824,-192.39029374779824,0
200-12,0,0,0,-192.39029374779824,-192.39029374779824,0
154-46,0,0,0,-222.76770855008218,-222.76770855008218,0
149-83,0,0,0,-172.13868387960895,-172.13868387960895,0
349-68,0,0,0,-141.761269077325,-141.761269077325,0
034-0,0,0,0,-232.89351348417682,-232.89351348417682,0
136-99,0,0,0,-232.89351348417682,-232.89351348417682,0
254-28,0,0,0,-263.27092828646073,-263.27092828646073,0
040-69,0,0,0,-243.01931841827147,-243.01931841827147,0
257-8,0,0,0,-303.7741480228392,-303.7741480228392,0
055-68,0,0,0,-81.00643947275715,-81.00643947275715,0
202-83,0,0,0,-50.629024670473214,-50.629024670473214,0
269-58,0,0,0,-121.50965920913573,-121.50965920913573,0
167-11,0,0,0,-445.53541710016384,-445.53541710016384,0
212-2,0,0,0,-141.761269077325,-141.761269077325,0
349-5,0,0,0,-141.761269077325,-141.761269077325,0
053-39,0,0,0,-101.25804934094644,-101.25804934094644,0
109-37,0,0,0,-172.13868387960895,-172.13868387960895,0
232-14,0,0,0,-243.01931841827147,-243.01931841827147,0
211-44,0,0,0,-131.63546414323037,-131.63546414323037,0
259-4,0,0,0,-243.01931841827147,-243.01931841827147,0
033-76,0,0,0,-131.63546414323037,-131.63546414323037,0
131-35,0,0,0,-202.51609868189288,-202.51609868189288,0
283-61,0,0,0,-70.8806345386625,-70.8806345386625,0
012-96,0,0,0,-324.02575789102843,-324.02575789102843,0
151801-708,0.0,0.0,0.0,0,0,0
333-23,0,0,0,-151.88707401141966,-151.88707401141966,0
057-45,0,0,0,-121.50965920913573,-121.50965920913573,0
273-68,0,0,0,-101.25804934094644,-101.25804934094644,0
083-69,0,0,0,-81.00643947275715,-81.00643947275715,0
128-70,0,0,0,-253.1451233523661,-253.1451233523661,0
205-74,0,0,0,-141.761269077325,-141.761269077325,0
128-98,0,0,0,-253.1451233523661,-253.1451233523661,0
116-20,0,0,0,-243.01931841827147,-243.01931841827147,0
360-27,0,0,0,-263.27092828646073,-263.27092828646073,0
209-89,0,0,0,-232.89351348417682,-232.89351348417682,0
052-8,0,0,0,-162.0128789455143,-162.0128789455143,0
093-49,0,0,0,-263.27092828646073,-263.27092828646073,0
333-70,0,0,0,-151.88707401141966,-151.88707401141966,0
101-13,0,0,0,-232.89351348417682,-232.89351348417682,0
347-46,0,0,0,-162.0128789455143,-162.0128789455143,0
268-35,0,0,0,-141.761269077325,-141.761269077325,0
015-13,0,0,0,-81.00643947275715,-81.00643947275715,0
104-2,0,0,0,-111.38385427504109,-111.38385427504109,0
071-47,0,0,0,-162.0128789455143,-162.0128789455143,0
143-38,0,0,0,-101.25804934094644,-101.25804934094644,0
084-58,0,0,0,-232.89351348417682,-232.89351348417682,0
333-44,0,0,0,-151.88707401141966,-151.88707401141966,0
107-49,0,0,0,-243.01931841827147,-243.01931841827147,0
209-93,0,0,0,-232.89351348417682,-232.89351348417682,0
093-64,0,0,0,-263.27092828646073,-263.27092828646073,0
094-22,0,0,0,-222.76770855008218,-222.76770855008218,0
266-26,0,0,0,-91.1322444068518,-91.1322444068518,0
206-46,0,0,0,-394.90639242969075,-394.90639242969075,0
167-38,0,0,0,-445.53541710016384,-445.53541710016384,0
031-42,0,0,0,-172.13868387960895,-172.13868387960895,0
033-39,0,0,0,-131.63546414323037,-131.63546414323037,0
175-85,0,0,0,-243.01931841827147,-243.01931841827147,0
241-74,0,0,0,-334.15156282512305,-334.15156282512305,0
156-42,0,0,0,-50.629024670473214,-50.629024670473214,0
041-16,0,0,0,-101.25804934094644,-101.25804934094644,0
175-73,0,0,0,-243.01931841827147,-243.01931841827147,0
170-41,0,0,0,-243.01931841827147,-243.01931841827147,0
226-86,0,0,0,-91.1322444068518,-91.1322444068518,0
181-53,0,0,0,-172.13868387960895,-172.13868387960895,0
206-76,0,0,0,-394.90639242969075,-394.90639242969075,0
013-49,0,0,0,-182.2644888137036,-182.2644888137036,0
163-9,0,0,0,-162.0128789455143,-162.0128789455143,0
116-85,0,0,0,-243.01931841827147,-243.01931841827147,0
151802-1453,0.0,0.0,0.0,0,0,0
107-99,0,0,0,-243.01931841827147,-243.01931841827147,0
202-53,0,0,0,-50.629024670473214,-50.629024670473214,0
143-45,0,0,0,-101.25804934094644,-101.25804934094644,0
273-32,0,0,0,-101.25804934094644,-101.25804934094644,0
100-41,0,0,0,-121.50965920913573,-121.50965920913573,0
336-91,0,0,0,-182.2644888137036,-182.2644888137036,0
254-59,0,0,0,-263.27092828646073,-263.27092828646073,0
114-42,0,0,0,-253.1451233523661,-253.1451233523661,0
268-13,0,0,0,-141.761269077325,-141.761269077325,0
283-79,0,0,0,-70.8806345386625,-70.8806345386625,0
151801-10304,0.0,0.0,0.0,0,0,0
365-9,0,0,0,-162.0128789455143,-162.0128789455143,0
272-20,0,0,0,-415.15800229788,-415.15800229788,0
241-77,0,0,0,-334.15156282512305,-334.15156282512305,0
150-76,0,0,0,-212.64190361598753,-212.64190361598753,0
257-81,0,0,0,-303.7741480228392,-303.7741480228392,0
111-57,0,0,0,-81.00643947275715,-81.00643947275715,0
026-36,0,0,0,-101.25804934094644,-101.25804934094644,0
203-14,0,0,0,-222.76770855008218,-222.76770855008218,0
165-82,0,0,0,-141.761269077325,-141.761269077325,0
148-96,0,0,0,-283.52253815464996,-283.52253815464996,0
105-81,0,0,0,-283.52253815464996,-283.52253815464996,0
160-89,0,0,0,-50.629024670473214,-50.629024670473214,0
093-72,0,0,0,-263.27092828646073,-263.27092828646073,0
317-92,0,0,0,-131.63546414323037,-131.63546414323037,0
164-70,0,0,0,-232.89351348417682,-232.89351348417682,0
140-40,0,0,0,-354.4031726933123,-354.4031726933123,0
215-70,0,0,0,-182.2644888137036,-182.2644888137036,0
254-18,0,0,0,-263.27092828646073,-263.27092828646073,0
154-48,0,0,0,-222.76770855008218,-222.76770855008218,0
213-82,0,0,0,-131.63546414323037,-131.63546414323037,0
230-52,0,0,0,-81.00643947275715,-81.00643947275715,0
023-61,0,0,0,-131.63546414323037,-131.63546414323037,0
299-88,0,0,0,-192.39029374779824,-192.39029374779824,0
317-66,0,0,0,-131.63546414323037,-131.63546414323037,0
295-75,0,0,0,-60.75482960456786,-60.75482960456786,0
335-79,0,0,0,-151.88707401141966,-151.88707401141966,0
333-25,0,0,0,-151.88707401141966,-151.88707401141966,0
181-48,0,0,0,-172.13868387960895,-172.13868387960895,0
071-51,0,0,0,-162.0128789455143,-162.0128789455143,0
288-8,0,0,0,-202.51609868189288,-202.51609868189288,0
257-16,0,0,0,-303.7741480228392,-303.7741480228392,0
216-73,0,0,0,-182.2644888137036,-182.2644888137036,0
026-56,0,0,0,-101.25804934094644,-101.25804934094644,0
176-11,0,0,0,-162.0128789455143,-162.0128789455143,0
085-67,0,0,0,-222.76770855008218,-222.76770855008218,0
168-2,0,0,0,-202.51609868189288,-202.51609868189288,0
112-41,0,0,0,-60.75482960456786,-60.75482960456786,0
269-77,0,0,0,-121.50965920913573,-121.50965920913573,0
241-63,0,0,0,-334.15156282512305,-334.15156282512305,0
049-15,0,0,0,-141.761269077325,-141.761269077325,0
177-10,0,0,0,-192.39029374779824,-192.39029374779824,0
315-36,0,0,0,-131.63546414323037,-131.63546414323037,0
275-7,0,0,0,-222.76770855008218,-222.76770855008218,0
348-89,0,0,0,-141.761269077325,-141.761269077325,0
141-61,0,0,0,-222.76770855008218,-222.76770855008218,0
013-70,0,0,0,-182.2644888137036,-182.2644888137036,0
118-82,0,0,0,-263.27092828646073,-263.27092828646073,0
205-16,0,0,0,-141.761269077325,-141.761269077325,0
057-7,0,0,0,-121.50965920913573,-121.50965920913573,0
068-93,0,0,0,-91.1322444068518,-91.1322444068518,0
083-50,0,0,0,-81.00643947275715,-81.00643947275715,0
057-17,0,0,0,-121.50965920913573,-121.50965920913573,0
339-88,0,0,0,-263.27092828646073,-263.27092828646073,0
277-20,0,0,0,-141.761269077325,-141.761269077325,0
143-74,0,0,0,-101.25804934094644,-101.25804934094644,0
296-45,0,0,0,-70.8806345386625,-70.8806345386625,0
288-33,0,0,0,-202.51609868189288,-202.51609868189288,0
158-6,0,0,0,-121.50965920913573,-121.50965920913573,0
113-28,0,0,0,-182.2644888137036,-182.2644888137036,0
086-2,0,0,0,-222.76770855008218,-222.76770855008218,0
072-62,0,0,0,-253.1451233523661,-253.1451233523661,0
108-21,0,0,0,-172.13868387960895,-172.13868387960895,0
306-89,0,0,0,-182.2644888137036,-182.2644888137036,0
336-3,0,0,0,-182.2644888137036,-182.2644888137036,0
252-19,0,0,0,-172.13868387960895,-172.13868387960895,0
208-47,0,0,0,-172.13868387960895,-172.13868387960895,0
274-40,0,0,0,-70.8806345386625,-70.8806345386625,0
081-80,0,0,0,-141.761269077325,-141.761269077325,0
255-79,0,0,0,-293.6483430887446,-293.6483430887446,0
141-91,0,0,0,-222.76770855008218,-222.76770855008218,0
029-82,0,0,0,-50.629024670473214,-50.629024670473214,0
293-35,0,0,0,-293.6483430887446,-293.6483430887446,0
335-49,0,0,0,-151.88707401141966,-151.88707401141966,0
055-86,0,0,0,-81.00643947275715,-81.00643947275715,0
157-99,0,0,0,-263.27092828646073,-263.27092828646073,0
